page	stripe	column	line	left	top	right	bottom
0		1	1476	97	1864	197
0		2	317	407	3030	586
0		3	317	598	3032	762
0		4	2583	788	3031	930
0		5	595	978	2742	1150
0		6	597	1160	2740	1321
0		7	317	1439	3233	1613
0		8	317	1623	3032	1788
0		9	317	1798	3030	1966
0		10	317	1976	3027	2146
0		11	317	2156	3029	2324
0		12	317	2334	3032	2501
0		13	317	2511	3028	2680
0		14	317	2690	3027	2872
0		15	317	2882	3032	3037
0		16	317	3047	3028	3215
0		17	317	3227	3021	3396
0		18	317	3406	3233	3575
0		19	322	3585	3026	3745
0		20	317	3757	3031	3932
